timestamp,machine_id,temperature,vibration,energy_kwh,production_units,failure,status
2025-09-17 15:57:24.315715,MX-01,78.35961830427973,5.674153494341871,139.64521961767682,46.411008495728154,0,Operando
2025-09-17 16:57:24.315715,MX-03,75.70203569746019,4.856121639057672,135.23360455623532,53.45918073526087,0,Operando
2025-09-17 17:57:24.315715,MX-02,76.10141593920287,4.210196967028826,128.05425767781423,62.284319524267374,0,Operando
2025-09-17 18:57:24.315715,MX-02,63.80426573279679,7.89491816888814,132.97371317076664,39.029973636587506,0,Operando
2025-09-17 19:57:24.315715,MX-01,79.2716639123184,0.8137975933624328,123.3698281325874,67.60899503842562,0,Operando
2025-09-17 20:57:24.315715,MX-01,73.56750318740313,1.7663194133573137,134.1720283001386,63.04343321232597,0,Operando
2025-09-17 21:57:24.315715,MX-01,69.78433716452278,3.6083449883137315,129.64573896547185,66.25876472295391,0,Operando
2025-09-17 22:57:24.315715,MX-03,72.8603308040535,4.053877938972073,134.220538786596,51.57118962648956,0,Operando
2025-09-17 23:57:24.315715,MX-02,61.34258860261008,3.2372508134592604,136.678009803983,56.873951154448534,0,Operando
2025-09-18 00:57:24.315715,MX-02,74.45191686888403,0.9543793103575391,137.89434525191038,74.96309668413582,0,Operando
2025-09-18 01:57:24.315715,MX-01,65.82377095090757,2.5504467574032104,124.88860329765231,60.68027797206434,0,Operando
2025-09-18 02:57:24.315715,MX-03,63.88397828493879,9.975797299971155,143.21087078540947,36.91916396038851,1,Falha
2025-09-18 03:57:24.315715,MX-03,62.865844882692656,1.4676007373368187,115.20686663223775,58.661916709234966,0,Operando
2025-09-18 04:57:24.315715,MX-01,78.67613024993955,3.5509274769452177,143.40066673846528,54.56453496244804,0,Operando
2025-09-18 05:57:24.315715,MX-01,68.22441963784327,5.041339252127026,134.42101167090874,58.74124722213327,0,Operando
2025-09-18 06:57:24.315715,MX-01,81.202366259499,6.141199030369496,144.05305772422557,41.377165583940744,0,Operando
2025-09-18 07:57:24.315715,MX-01,68.78519122168622,5.655984762528111,131.72975241949564,46.468266711269315,0,Operando
2025-09-18 08:57:24.315715,MX-02,61.75585225444232,2.408516734796685,118.12173028496434,61.906044446162134,0,Operando
2025-09-18 09:57:24.315715,MX-02,65.30085336030804,1.7599861021297063,127.02093585451989,57.025128483523254,0,Operando
2025-09-18 10:57:24.315715,MX-01,79.41486972004164,10.487239043756412,148.5871328361961,25.568183113242966,1,Falha
2025-09-18 11:57:24.315715,MX-02,71.06461093237999,6.540303136135675,150.21862551813854,44.51460754641114,1,Falha
2025-09-18 12:57:24.315715,MX-01,68.71027622105639,3.7970761923403513,128.34663715913553,55.09178563561036,0,Operando
2025-09-18 13:57:24.315715,MX-01,72.96010935511673,8.77553488256313,148.90558270674512,42.57997259477029,0,Operando
2025-09-18 14:57:24.315715,MX-01,75.01069641700526,1.1499169795012532,117.76034512358248,74.64907525098852,0,Operando
2025-09-18 15:57:24.315715,MX-02,78.70439289541477,0.3842269431098722,128.27638906063956,63.32658299555504,0,Operando
2025-09-18 16:57:24.315715,MX-03,80.69099537935756,4.021508734074085,137.8525558883123,54.581576178708595,0,Operando
2025-09-18 17:57:24.315715,MX-01,69.84138812526548,4.156462377034726,133.97357521541173,57.419640342409686,0,Operando
2025-09-18 18:57:24.315715,MX-02,64.04371388350776,1.0526563123342842,133.35786845400264,74.88745954545804,0,Operando
2025-09-18 19:57:24.315715,MX-02,69.51920903326034,6.386096883287797,142.29140043614152,48.76655425075159,0,Operando
2025-09-18 20:57:24.315715,MX-01,73.56168303949731,0.5820497092918925,119.52588547840763,69.41728157238641,0,Operando
2025-09-18 21:57:24.315715,MX-02,66.21744644273633,4.65081135271879,127.99234263942563,55.396009781020624,0,Operando
2025-09-18 22:57:24.315715,MX-01,66.25709451062974,5.3921327992761485,140.69170459151644,52.47408180891297,0,Operando
2025-09-18 23:57:24.315715,MX-01,74.06272728929932,3.9878214652925017,146.79064709740447,48.48242838512378,0,Operando
2025-09-19 00:57:24.315715,MX-03,71.7080858905773,0.9173494204904004,128.03224396182597,67.48739507307602,0,Operando
2025-09-19 01:57:24.315715,MX-03,72.19678197246952,7.841053264854083,152.35093093448214,47.39075290571582,1,Falha
2025-09-19 02:57:24.315715,MX-03,67.44902799179958,2.471484416804881,132.76177183218803,58.869921720616446,0,Operando
2025-09-19 03:57:24.315715,MX-01,70.6175957147654,2.477624254648603,141.1559454996652,60.86618283669025,0,Operando
2025-09-19 04:57:24.315715,MX-01,66.45460113439017,2.110968600680335,110.60894510086683,60.10102690012253,0,Operando
2025-09-19 05:57:24.315715,MX-02,77.34119046674871,5.786226489810328,149.10114526391646,32.97193706711744,0,Operando
2025-09-19 06:57:24.315715,MX-02,78.21149600834252,2.3817202236564663,141.94194662720344,60.596660168782215,0,Operando
2025-09-19 07:57:24.315715,MX-01,60.922872826571435,1.3493825239957415,109.89208161884551,66.41322148793427,0,Operando
2025-09-19 08:57:24.315715,MX-02,66.42293483884553,6.878244728254117,133.40314961601834,39.41206074169812,0,Operando
2025-09-19 09:57:24.315715,MX-01,63.02082446945953,3.489955621318753,121.47609955660674,49.11235582141662,0,Operando
2025-09-19 10:57:24.315715,MX-03,68.09985639355861,7.035195027031804,136.13517734621152,36.57558113318289,0,Operando
2025-09-19 11:57:24.315715,MX-01,71.49937218125784,3.6786819544009703,130.0819327644734,59.870397879209506,0,Operando
2025-09-19 12:57:24.315715,MX-02,63.30212868180882,1.997645236988572,125.91503542449054,73.84456769032715,0,Operando
2025-09-19 13:57:24.315715,MX-01,66.46884112124812,0.6812329209900453,128.85040064505796,75.56966836147242,0,Operando
2025-09-19 14:57:24.315715,MX-02,65.976255767511,4.03357737694331,140.3370212534848,45.79961446324345,0,Operando
2025-09-19 15:57:24.315715,MX-02,73.24360397639366,2.8674009091147163,125.8457806238381,63.658160226845354,0,Operando
2025-09-19 16:57:24.315715,MX-01,72.4160660222175,5.946276338808776,134.53084464013298,42.235920389909154,0,Operando
2025-09-19 17:57:24.315715,MX-03,67.66957467997648,2.2963555612754076,138.0173862119419,57.320975379845706,0,Operando
2025-09-19 18:57:24.315715,MX-03,73.06092523283638,4.747439389601247,143.25282479185472,48.238388853767304,0,Operando
2025-09-19 19:57:24.315715,MX-03,68.71991949247641,3.5716708091333524,132.60988285783787,59.94971846259918,0,Operando
2025-09-19 20:57:24.315715,MX-03,70.37006933804368,1.8580094399246483,131.58276332703988,68.32348249899563,0,Operando
2025-09-19 21:57:24.315715,MX-02,82.04071254179122,2.441561743842862,136.31068250179177,59.64556659694983,0,Operando
2025-09-19 22:57:24.315715,MX-03,80.04276631074208,1.1263166257415527,135.60128712805084,65.00830905098564,0,Operando
2025-09-19 23:57:24.315715,MX-01,64.20251257843441,10.948885586841389,148.67963073553892,28.990040112049204,1,Falha
2025-09-20 00:57:24.315715,MX-01,76.97839450727504,4.677672490667607,142.3704936518817,54.69727727447502,0,Operando
2025-09-20 01:57:24.315715,MX-01,76.86837932694955,1.0574968314090056,117.20914968744079,72.82736691491516,0,Operando
2025-09-20 02:57:24.315715,MX-01,65.11042026748429,10.59678602986418,145.35433589147965,19.906624027488085,1,Falha
2025-09-20 03:57:24.315715,MX-01,76.91266586252917,1.4502316889252929,125.08220516997062,64.31923728312302,0,Operando
2025-09-20 04:57:24.315715,MX-01,81.22759151047532,2.265523537856513,132.53800525419942,54.529759593226885,0,Operando
2025-09-20 05:57:24.315715,MX-03,65.26473116253352,3.0252055626143632,120.82234934712521,57.59352407516213,0,Operando
2025-09-20 06:57:24.315715,MX-01,66.49498307391441,3.634240384037507,126.5313619898765,54.105986737765406,0,Operando
2025-09-20 07:57:24.315715,MX-01,78.10596880106101,5.841494652167309,132.27275273795354,46.35352466791455,0,Operando
2025-09-20 08:57:24.315715,MX-02,73.62897186495388,0.5250026526037905,130.1419948879429,63.10153206092164,0,Operando
2025-09-20 09:57:24.315715,MX-01,75.30885765143714,3.67558191862665,135.55195219545107,46.37393356624883,0,Operando
2025-09-20 10:57:24.315715,MX-03,74.04353529840299,2.909945640277364,119.51429723766574,45.793592278601125,0,Operando
2025-09-20 11:57:24.315715,MX-01,74.34417552556886,4.084701620270197,130.18197089177852,52.87411259333017,0,Operando
2025-09-20 12:57:24.315715,MX-03,64.0411672301335,2.8032106296537846,129.5271436475388,56.20115084638722,0,Operando
2025-09-20 13:57:24.315715,MX-03,78.2839062397287,2.5265461320512466,130.20580656890465,55.838189482972055,0,Operando
2025-09-20 14:57:24.315715,MX-01,79.01753995456664,3.28817587674376,131.69951992186648,64.78258727001491,0,Operando
2025-09-20 15:57:24.315715,MX-01,70.62365553559184,10.229426867099596,152.4657325065893,23.92566341082975,1,Falha
2025-09-20 16:57:24.315715,MX-03,71.73913830111682,2.5644029611013175,133.48547214539977,68.24339264842754,0,Operando
2025-09-20 17:57:24.315715,MX-02,62.813354984665665,7.613466333352477,129.03759233454355,49.289197132205636,0,Operando
2025-09-20 18:57:24.315715,MX-02,75.085528536107,3.9641102809820303,141.3446758143533,42.43815607533559,0,Operando
2025-09-20 19:57:24.315715,MX-03,75.43234465028486,3.834747850860133,130.3613040898923,55.215297350553286,0,Operando
2025-09-20 20:57:24.315715,MX-01,71.62685389800413,4.112077131472666,135.1689199872221,51.15351252909339,0,Operando
2025-09-20 21:57:24.315715,MX-01,78.74612015922301,5.030365518366268,142.05540752510052,32.40771425823134,0,Operando
2025-09-20 22:57:24.315715,MX-01,69.99553661412035,2.719062294961233,125.93797990743771,50.455903301744584,0,Operando
2025-09-20 23:57:24.315715,MX-03,75.3876355553616,7.2785580378756,138.87897747779803,45.53538449114845,0,Operando
2025-09-21 00:57:24.315715,MX-02,65.88201396784731,5.03877180789694,132.36003141966108,61.96010828467983,0,Operando
2025-09-21 01:57:24.315715,MX-01,71.85868709475457,1.21986155742128,139.77743940171814,70.53662262651038,0,Operando
2025-09-21 02:57:24.315715,MX-01,70.95387445258298,0.37446038860747693,112.80230559366316,70.44395328064796,0,Operando
2025-09-21 03:57:24.315715,MX-01,73.35184753224564,10.031309449506098,167.64354102070467,29.746767912189082,1,Falha
2025-09-21 04:57:24.315715,MX-01,69.78283842699985,4.2037864307592505,132.4032929798654,63.280831764851676,0,Operando
